sampleid	Cluster	Description
K00600	4	K00600: glycine hydroxymethyltransferase
K00602	4	K00602: phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP
K00605	4	K00605: aminomethyltransferase
K00604	4	K00604: methionyl-tRNA formyltransferase
K00607	4	K00607
K00606	4	K00606: 3-methyl-2-oxobutanoate hydroxymethyltransferase
K00609	4	K00609: aspartate carbamoyltransferase catalytic subunit
K03741	4	K03741: arsenate reductase
K03216	4	K03216: RNA methyltransferase TrmH family group 2
K03743	4	K03743
K03742	4	K03742: competence/damage-inducible protein CinA
K01958	4	K01958
K01959	4	K01959: pyruvate carboxylase subunit A
K01956	4	K01956: carbamoyl-phosphate synthase small subunit
K01955	4	K01955: carbamoyl-phosphate synthase large subunit
K01952	4	K01952: phosphoribosylformylglycinamidine synthase
K01953	4	K01953: asparagine synthase (glutamine-hydrolysing)
K01950	4	K01950: NAD+ synthase (glutamine-hydrolysing)
K01951	4	K01951: GMP synthase (glutamine-hydrolysing)
K07736	4	K07736: CarD family transcriptional regulator
K07738	4	K07738: transcriptional repressor NrdR
K02600	4	K02600: N utilization substance protein A
K02970	4	K02970: small subunit ribosomal protein S21
K03558	4	K03558: membrane protein required for colicin V production
K03559	4	K03559: biopolymer transport protein ExbD
K03550	4	K03550: holliday junction DNA helicase RuvA
K03551	4	K03551: holliday junction DNA helicase RuvB
K03553	4	K03553: recombination protein RecA
K03555	4	K03555: DNA mismatch repair protein MutS
K01778	4	K01778: diaminopimelate epimerase
K01779	4	K01779: aspartate racemase
K01772	4	K01772: ferrochelatase
K01770	4	K01770: 2-C-methyl-D-erythritol 24-cyclodiphosphate synthase
K14155	4	K14155
K08151	4	K08151: MFS transporter DHA1 family tetracycline resistance protein
K03733	4	K03733: integrase/recombinase XerC
K12660	4	K12660: 2-dehydro-3-deoxy-L-rhamnonate aldolase
K12661	4	K12661: L-rhamnonate dehydratase
K08715	4	K08715: inward rectifier potassium channel
K00140	4	K00140: methylmalonate-semialdehyde dehydrogenase
K00147	4	K00147: glutamate-5-semialdehyde dehydrogenase
K00412	4	K00412: ubiquinol-cytochrome c reductase cytochrome b subunit
K00145	4	K00145: N-acetyl-gamma-glutamyl-phosphate reductase
K01545	4	K01545: K+-transporting ATPase ATPase F chain
K02012	4	K02012: iron(III) transport system substrate-binding protein
K02013	4	K02013: iron complex transport system ATP-binding protein
K02010	4	K02010: iron(III) transport system ATP-binding protein
K02011	4	K02011: iron(III) transport system permease protein
K03943	4	K03943: NADH dehydrogenase (ubiquinone) flavoprotein 2
K00620	4	K00620: glutamate N-acetyltransferase / amino-acid N-acetyltransferase
K00627	4	K00627: pyruvate dehydrogenase E2 component (dihydrolipoamide
K00626	4	K00626: acetyl-CoA C-acetyltransferase
K00625	4	K00625: phosphate acetyltransferase
K00624	4	K00624: carnitine O-acetyltransferase
K02805	4	K02805: lipopolysaccharide biosynthesis protein
K02556	4	K02556: chemotaxis protein MotA
K00088	4	K00088: IMP dehydrogenase
K10239	4	K10239: trehalose/maltose transport system ATP-binding protein
K10230	4	K10230: sorbitol/mannitol transport system ATP-binding protein
K10233	4	K10233: alpha-glucoside transport system permease protein
K10232	4	K10232: alpha-glucoside transport system substrate-binding protein
K10235	4	K10235: alpha-glucoside transport system ATP-binding protein
K10234	4	K10234: alpha-glucoside transport system permease protein
K10237	4	K10237: trehalose/maltose transport system permease protein
K01970	4	K01970
K01972	4	K01972: DNA ligase (NAD+)
K07443	4	K07443: methylated-DNA-protein-cysteine methyltransferase related protein
K00318	4	K00318: proline dehydrogenase
K07110	4	K07110
K10832	4	K10832: capsular-polysaccharide-transporting ATPase
K07113	4	K07113
K00647	4	K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I
K00641	4	K00641: homoserine O-acetyltransferase
K00640	4	K00640: serine O-acetyltransferase
K00315	4	K00315: dimethylglycine dehydrogenase
K01283	4	K01283: peptidyl-dipeptidase A
K01281	4	K01281: X-Pro dipeptidyl-peptidase
K01286	4	K01286: D-alanyl-D-alanine carboxypeptidase
K02956	4	K02956: small subunit ribosomal protein S15
K02954	4	K02954: small subunit ribosomal protein S14
K02952	4	K02952: small subunit ribosomal protein S13
K02950	4	K02950: small subunit ribosomal protein S12
K02959	4	K02959: small subunit ribosomal protein S16
K00883	4	K00883: 2-dehydro-3-deoxygalactonokinase
K00053	4	K00053: ketol-acid reductoisomerase
K01754	4	K01754: threonine dehydratase
K01756	4	K01756: adenylosuccinate lyase
K01758	4	K01758: cystathionine gamma-lyase
K01759	4	K01759: lactoylglutathione lyase
K01028	4	K01028: 3-oxoacid CoA-transferase subunit A
K04509	4	K04509: formate dehydrogenase (cytochrome)
K09565	4	K09565: peptidyl-prolyl isomerase F (cyclophilin F)
K02483	4	K02483: two-component system OmpR family response regulator
K02485	4	K02485: two-component system unclassified family response regulator
K03532	4	K03532: trimethylamine-N-oxide reductase (cytochrome c) 1 cytochrome c-type
K03530	4	K03530: DNA-binding protein HU-beta
K03531	4	K03531: cell division protein FtsZ
K03534	4	K03534: L-rhamnose mutarotase
K02224	4	K02224: hydrogenobyrinic acid ac-diamide synthase
K02227	4	K02227: adenosylcobinamide-phosphate synthase CobD
K02221	4	K02221: YggT family protein
K03289	4	K03289: MFS transporter NHS family nucleoside permease
K08884	4	K08884: serine/threonine protein kinase bacterial
K07258	4	K07258: D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6)
K11085	4	K11085: ATP-binding cassette subfamily B bacterial MsbA
K11084	4	K11084: 2-aminoethylphosphonate transport system ATP-binding protein
K11080	4	K11080: mannopine transport system ATP-binding protein
K09826	4	K09826: Fur family transcriptional regulator iron response regulator
K09823	4	K09823: Fur family transcriptional regulator zinc uptake regulator
K00164	4	K00164: 2-oxoglutarate dehydrogenase E1 component
K00161	4	K00161: pyruvate dehydrogenase E1 component subunit alpha
K00162	4	K00162: pyruvate dehydrogenase E1 component subunit beta
K00163	4	K00163: pyruvate dehydrogenase E1 component
K10682	4	K10682: two-component system OmpR family response regulator SaeR
K04080	4	K04080: molecular chaperone IbpA
K04087	4	K04087: membrane protease subunit HflC
K04086	4	K04086: ATP-dependent Clp protease ATP-binding subunit ClpL
K04088	4	K04088: membrane protease subunit HflK
K01563	4	K01563: haloalkane dehalogenase
K01561	4	K01561: haloacetate dehalogenase
K01560	4	K01560: 2-haloacid dehalogenase
K02039	4	K02039: phosphate transport system protein
K02030	4	K02030: polar amino acid transport system substrate-binding protein
K02031	4	K02031: peptide/nickel transport system ATP-binding protein
K02033	4	K02033: peptide/nickel transport system permease protein
K02034	4	K02034: peptide/nickel transport system permease protein
K02035	4	K02035: peptide/nickel transport system substrate-binding protein
K02052	4	K02052: putative spermidine/putrescine transport system ATP-binding protein
K02053	4	K02053: putative spermidine/putrescine transport system permease protein
K13656	4	K13656
K02051	4	K02051: sulfonate/nitrate/taurine transport system substrate-binding protein
K02054	4	K02054: putative spermidine/putrescine transport system permease protein
K05551	4	K05551: 3-oxoacyl-ACP synthase I
K03073	4	K03073: preprotein translocase subunit SecE
K03072	4	K03072: preprotein translocase subunit SecD
K03071	4	K03071: preprotein translocase subunit SecB
K03070	4	K03070: preprotein translocase subunit SecA
K03076	4	K03076: preprotein translocase subunit SecY
K03075	4	K03075: preprotein translocase subunit SecG
K03074	4	K03074: preprotein translocase subunit SecF
K13876	4	K13876
K13874	4	K13874
K13875	4	K13875
K06134	4	K06134: ubiquinone biosynthesis monooxygenase Coq7
K01516	4	K01516: nucleoside-triphosphatase
K02825	4	K02825: pyrimidine operon attenuation protein / uracil
K07516	4	K07516
K10213	4	K10213: ribosylpyrimidine nucleosidase
K10210	4	K10210: 44'-diaponeurosporene oxidase
K10215	4	K10215: monooxygenase
K10219	4	K10219: 4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase
K10218	4	K10218: 4-hydroxy-4-methyl-2-oxoglutarate aldolase
K01913	4	K01913
K01910	4	K01910: [citrate (pro-3S)-lyase] ligase
K01916	4	K01916: NAD+ synthase
K01917	4	K01917: glutathionylspermidine synthase
K01915	4	K01915: glutamine synthetase
K01918	4	K01918: pantoate--beta-alanine ligase
K01919	4	K01919: glutamate--cysteine ligase
K07774	4	K07774: two-component system OmpR family response regulator TctD
K07775	4	K07775: two-component system OmpR family response regulator ResD
K07776	4	K07776: two-component system OmpR family response regulator RegX3
K07770	4	K07770: two-component system OmpR family response regulator CssR
K07771	4	K07771: two-component system OmpR family response regulator BasR
K02931	4	K02931: large subunit ribosomal protein L5
K02933	4	K02933: large subunit ribosomal protein L6
K02935	4	K02935: large subunit ribosomal protein L7/L12
K02939	4	K02939: large subunit ribosomal protein L9
K00207	4	K00207: dihydropyrimidine dehydrogenase (NADP+)
K00201	4	K00201: formylmethanofuran dehydrogenase subunit B
K00200	4	K00200: formylmethanofuran dehydrogenase subunit A
K00209	4	K00209: enoyl-[acyl-carrier-protein] reductase (NADPH2 B-specific)
K00208	4	K00208: enoyl-[acyl-carrier protein] reductase I
K01000	4	K01000: phospho-N-acetylmuramoyl-pentapeptide-transferase
K01003	4	K01003: carboxyvinyl-carboxyphosphonate phosphorylmutase
K01004	4	K01004: phosphatidylcholine synthase
K01005	4	K01005
K01006	4	K01006: pyruvateorthophosphate dikinase
K14446	4	K14446
K14447	4	K14447
K14448	4	K14448
K14449	4	K14449
K03517	4	K03517: quinolinate synthase
K02204	4	K02204: homoserine kinase type II
K02200	4	K02200: cytochrome c-type biogenesis protein CcmH
K12518	4	K12518: outer membrane usher protein PapC
K07185	4	K07185: tryptophan-rich sensory protein
K09808	4	K09808: lipoprotein-releasing system permease protein
K09809	4	K09809: CDP-glycerol glycerophosphotransferase
K04066	4	K04066: primosomal protein N' (replication factor Y) (superfamily II
K10004	4	K10004: glutamate/aspartate transport system ATP-binding protein
K10000	4	K10000: arginine transport system ATP-binding protein
K10008	4	K10008: glutamate transport system ATP-binding protein
K14582	4	K14582
K13678	4	K13678
K13583	4	K13583
K13581	4	K13581
K02050	4	K02050: sulfonate/nitrate/taurine transport system permease protein
K02056	4	K02056: simple sugar transport system ATP-binding protein
K02057	4	K02057: simple sugar transport system permease protein
K02055	4	K02055: putative spermidine/putrescine transport system substrate-binding
K02495	4	K02495: oxygen-independent coproporphyrinogen III oxidase
K02058	4	K02058: simple sugar transport system substrate-binding protein
K02059	4	K02059: putative sulfate transport system ATP-binding protein
K03892	4	K03892: ArsR family transcriptional regulator
K02420	4	K02420: flagellar biosynthetic protein FliQ
K12987	4	K12987
K13853	4	K13853
K02424	4	K02424: cystine transport system substrate-binding protein
K03093	4	K03093: RNA polymerase sigma factor
K02428	4	K02428: nucleoside-triphosphate pyrophosphatase
K11631	4	K11631: bacitracin transport system ATP-binding protein
K11635	4	K11635: putative ABC transport system ATP-binding protein
K07577	4	K07577: putative mRNA 3-end processing factor
K11180	4	K11180: sulfite reductase dissimilatory-type alpha subunit
K11181	4	K11181: sulfite reductase dissimilatory-type beta subunit
K11183	4	K11183: phosphocarrier protein FPr
K01938	4	K01938: formate--tetrahydrofolate ligase
K01939	4	K01939: adenylosuccinate synthase
K01934	4	K01934: 5-formyltetrahydrofolate cyclo-ligase
K01937	4	K01937: CTP synthase
K01933	4	K01933: phosphoribosylformylglycinamidine cyclo-ligase
K07794	4	K07794: putative tricarboxylic transport membrane protein
K07795	4	K07795: putative tricarboxylic transport membrane protein
K07793	4	K07793: putative tricarboxylic transport membrane protein
K09817	4	K09817: zinc transport system ATP-binding protein
K09814	4	K09814: hemin transport system ATP-binding protein
K01249	4	K01249: DNA glycosylase
K01247	4	K01247: DNA-3-methyladenine glycosylase II
K01243	4	K01243: S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase
K02919	4	K02919: large subunit ribosomal protein L36
K02913	4	K02913: large subunit ribosomal protein L33
K02911	4	K02911: large subunit ribosomal protein L32
K02916	4	K02916: large subunit ribosomal protein L35
K02914	4	K02914: large subunit ribosomal protein L34
K00228	4	K00228: coproporphyrinogen III oxidase
K00226	4	K00226: dihydroorotate oxidase
K00223	4	K00223: delta24(24(1))-sterol reductase
K00220	4	K00220: cyclohexadienyl dehydrogenase
K01798	4	K01798
K01799	4	K01799: maleate isomerase
K01069	4	K01069: hydroxyacylglutathione hydrolase
K01791	4	K01791: UDP-N-acetylglucosamine 2-epimerase
K01061	4	K01061: carboxymethylenebutenolidase
K01795	4	K01795
K01796	4	K01796: alpha-methylacyl-CoA racemase
K14469	4	K14469
K14467	4	K14467
K03790	4	K03790: ribosomal-protein-alanine N-acetyltransferase
K03791	4	K03791: putative chitinase
K03796	4	K03796: Bax protein
K03797	4	K03797: carboxyl-terminal processing protease
K03795	4	K03795: sirohydrochlorin cobaltochelatase
K03798	4	K03798: cell division protease FtsH
K03799	4	K03799: heat shock protein HtpX
K12539	4	K12539: ATP-binding cassette subfamily C bacterial PrsD
K12531	4	K12531: ATP-binding cassette subfamily B bacterial RtxE
K12532	4	K12532: RTX toxin transporter
K12533	4	K12533: ATP-binding cassette subfamily C bacterial RsaD
K09791	4	K09791: hypothetical protein
K09793	4	K09793: hypothetical protein
K09862	4	K09862: hypothetical protein
K09860	4	K09860: hypothetical protein
K09861	4	K09861: hypothetical protein
K04045	4	K04045: molecular chaperone HscC
K04044	4	K04044: molecular chaperone HscA
K04043	4	K04043: molecular chaperone DnaK
K04042	4	K04042: bifunctional protein GlmU
K10020	4	K10020: octopine/nopaline transport system permease protein
K10025	4	K10025: arginine/ornithine transport system ATP-binding protein
K01477	4	K01477: allantoicase
K01470	4	K01470: creatinine amidohydrolase
K05570	4	K05570: multicomponent Na+:H+ antiporter subunit F
K05571	4	K05571: multicomponent Na+:H+ antiporter subunit G
K02079	4	K02079: N-acetylgalactosamine-6-phosphate deacetylase
K02071	4	K02071: D-methionine transport system ATP-binding protein
K03309	4	K03309: dicarboxylate/amino acid:cation (Na+ or H+) symporter DAACS family
K03308	4	K03308: neurotransmitter:Na+ symporter NSS family
K03305	4	K03305: proton-dependent oligopeptide transporter POT family
K03307	4	K03307: solute:Na+ symporter SSS family
K06173	4	K06173: tRNA pseudouridine synthase A
K06177	4	K06177: ribosomal large subunit pseudouridine synthase A
K06179	4	K06179: ribosomal large subunit pseudouridine synthase C
K11610	4	K11610: beta-ketoacyl ACP reductase
K10561	4	K10561: rhamnose transport system permease protein
K10560	4	K10560: rhamnose transport system permease protein
K10563	4	K10563: formamidopyrimidine-DNA glycosylase
K10562	4	K10562: rhamnose transport system ATP-binding protein
K12700	4	K12700
K10709	4	K10709: protein FrlC
K07106	4	K07106: N-acetylmuramic acid 6-phosphate etherase
K00029	4	K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)
K00028	4	K00028: malate dehydrogenase (decarboxylating)
K00799	4	K00799: glutathione S-transferase
K00798	4	K00798: cob(I)alamin adenosyltransferase
K00797	4	K00797: spermidine synthase
K00024	4	K00024
K00027	4	K00027: malate dehydrogenase (oxaloacetate-decarboxylating)
K00794	4	K00794: riboflavin synthase beta chain
K00020	4	K00020: 3-hydroxyisobutyrate dehydrogenase
K00791	4	K00791: tRNA delta(2)-isopentenylpyrophosphate transferase
K00790	4	K00790: UDP-N-acetylglucosamine 1-carboxyvinyltransferase
K09015	4	K09015: Fe-S cluster assembly protein SufD
K09014	4	K09014: Fe-S cluster assembly protein SufB
K09013	4	K09013: Fe-S cluster assembly ATP-binding protein
K09011	4	K09011: D-citramalate synthase
K01262	4	K01262: X-Pro aminopeptidase
K01263	4	K01263: cytosol alanyl aminopeptidase
K01265	4	K01265: methionyl aminopeptidase
K09018	4	K09018: putative monooxygenase RutA
K08223	4	K08223: MFS transporter FSR family fosmidomycin resistance protein
K00249	4	K00249: acyl-CoA dehydrogenase
K00241	4	K00241: succinate dehydrogenase cytochrome b-556 subunit
K00240	4	K00240: succinate dehydrogenase iron-sulfur protein
K00242	4	K00242: succinate dehydrogenase hydrophobic membrane anchor protein
K00246	4	K00246: fumarate reductase subunit C
K02796	4	K02796: PTS system mannose-specific IID component
K04564	4	K04564: superoxide dismutase Fe-Mn family
K04566	4	K04566: lysyl-tRNA synthetase class I
K04567	4	K04567: lysyl-tRNA synthetase class II
K01040	4	K01040: glutaconate CoA-transferase subunit B
K01043	4	K01043
K02535	4	K02535: UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
K02536	4	K02536: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
K02533	4	K02533: tRNA/rRNA methyltransferase
K03110	4	K03110: signal recognition particle receptor
K03111	4	K03111: single-strand DNA-binding protein
K03116	4	K03116: sec-independent protein translocase protein TatA
K03117	4	K03117: sec-independent protein translocase protein TatB
